Farm,Type,Round,Date,Species,Number,Caste,Visiting,Status,Purpose,Family
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Female,Heracleum sphondylium,Wild,Pollen,Apiaceae
Farm2,HLS,Four,7/8/2015,Andrena flavipes,2,Male,Pulicaria dysenterica,Wild,Nectar,Asteraceae
Farm2,HLS,Four,7/8/2015,Andrena flavipes,6,Female,Pulicaria dysenterica,Wild,Pollen,Asteraceae
Farm2,HLS,Four,7/8/2015,Andrena flavipes,2,Female,Senecio jacobea,Wild,Pollen,Asteraceae
Farm2,HLS,Four,7/8/2015,Andrena flavipes,1,Female,Trifolium hybridum,Sown,Pollen,Fabaceae
Farm2,HLS,Four,7/8/2015,Andrena nitidiuscula,1,Female,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm2,HLS,Four,7/8/2015,Hylaeus communis,2,Female,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm2,HLS,Four,7/8/2015,Lasioglossum calceatum,1,Male,Daucus carota,Sown,Nectar,Apiaceae
Farm2,HLS,Four,7/8/2015,Lasioglossum calceatum,1,Male,Daucus carota,Sown,Nectar,Apiaceae
Farm2,HLS,Four,7/8/2015,Lasioglossum calceatum,2,Female,Pulicaria dysenterica,Wild,Pollen,Asteraceae
Farm2,HLS,Four,7/8/2015,Lasioglossum calceatum,1,Male,Senecio jacobea,Wild,Nectar,Asteraceae
Farm2,HLS,Four,7/8/2015,Lasioglossum malachurum,1,Male,Pulicaria dysenterica,Wild,Nectar,Asteraceae
Farm2,HLS,Four,7/8/2015,Lasioglossum pauxillum,2,Female,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm2,HLS,Four,7/8/2015,Lasioglossum pauxillum,2,Female,Heracleum sphondylium,Wild,Pollen,Apiaceae
Farm2,HLS,Four,7/8/2015,Lasioglossum pauxillum,3,Female,Pulicaria dysenterica,Wild,Nectar,Asteraceae
Farm2,HLS,Four,7/8/2015,Lasioglossum pauxillum,2,Female,Pulicaria dysenterica,Wild,Pollen,Asteraceae
Farm2,HLS,Four,7/8/2015,Lasioglossum pauxillum,1,Female,Tripleurospermum inodorum,Wild,Pollen,Asteraceae
Farm2,HLS,Four,7/8/2015,Nomada flavoguttata,1,Male,Pulicaria dysenterica,Wild,Nectar,Asteraceae
Farm2,HLS,Four,7/8/2015,Nomada fucata,2,Female,Senecio jacobea,Wild,Nectar,Asteraceae
Farm2,HLS,Four,7/8/2015,Osmia spinulosa,1,Female,Helminthotheca echioides,Wild,Pollen,Asteraceae
Farm2,HLS,Four,7/8/2015,Sphecodes ephippius,1,Male,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm2,HLS,One,22/04/2015,Andrena chrysosceles,2,Male,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm2,HLS,One,22/04/2015,Andrena chrysosceles,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm2,HLS,One,22/04/2015,Andrena haemorrhoa,1,Male,Prunus spinosa,Wild,Nectar,Rosaceae
Farm2,HLS,One,22/04/2015,Andrena haemorrhoa,1,Male,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm2,HLS,One,22/04/2015,Andrena haemorrhoa,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm2,HLS,One,22/04/2015,Andrena haemorrhoa,7,Male,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm2,HLS,One,22/04/2015,Andrena haemorrhoa,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm2,HLS,One,22/04/2015,Andrena haemorrhoa,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm2,HLS,One,22/04/2015,Andrena haemorrhoa,1,Male,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm2,HLS,One,22/04/2015,Anthophora plumipes,1,Female,Lamium album,Wild,Pollen,Lamiaceae
Farm2,HLS,One,22/04/2015,Anthophora plumipes,1,Female,Lamium purpureum,Wild,Nectar,Lamiaceae
Farm2,HLS,One,22/04/2015,Lasioglossum calceatum,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm2,HLS,One,22/04/2015,Lasioglossum calceatum,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm2,HLS,One,22/04/2015,Lasioglossum calceatum,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm2,HLS,One,22/04/2015,Lasioglossum malachurum,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm2,HLS,One,22/04/2015,Lasioglossum malachurum,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm2,HLS,Three,27/06/2015,Andrena chrysosceles,1,Female,Heracleum sphondylium,Wild,Pollen,Apiaceae
Farm2,HLS,Three,27/06/2015,Andrena chrysosceles,1,Female,Heracleum sphondylium,Wild,Pollen,Apiaceae
Farm2,HLS,Three,27/06/2015,Andrena chrysosceles,1,Female,Rosa arvensis,Wild,Pollen,Rosaceae
Farm2,HLS,Three,27/06/2015,Andrena dorsata,1,Female,Leucanthemum vulgare,Sown,Nectar,Asteraceae
Farm2,HLS,Three,27/06/2015,Andrena dorsata,1,Female,Tripleurospermum inodorum,Wild,Nectar,Asteraceae
Farm2,HLS,Three,27/06/2015,Andrena flavipes,2,Female,Trifolium repens,Wild,Pollen,Fabaceae
Farm2,HLS,Three,27/06/2015,Andrena flavipes,1,Male,Tripleurospermum inodorum,Wild,Nectar,Asteraceae
Farm2,HLS,Three,27/06/2015,Andrena florea,1,Female,Bryonia dioica,Wild,Nectar,Cucurbitaceae
Farm2,HLS,Three,27/06/2015,Colletes daviesanus,1,Male,Tripleurospermum inodorum,Wild,Nectar,Asteraceae
Farm2,HLS,Three,27/06/2015,Lasioglossum calceatum,1,Worker,Centaurea nigra,Sown,Nectar,Asteraceae
Farm2,HLS,Three,27/06/2015,Lasioglossum calceatum,1,Worker,Leucanthemum vulgare,Sown,Pollen,Asteraceae
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,Worker,Centaurea nigra,Sown,Nectar,Asteraceae
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,5,Worker,Centaurea nigra,Sown,Pollen,Asteraceae
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,Female,Heracleum sphondylium,Wild,Pollen,Apiaceae
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,1,Worker,Leucanthemum vulgare,Sown,Pollen,Asteraceae
Farm2,HLS,Three,27/06/2015,Lasioglossum malachurum,2,Female,Tripleurospermum inodorum,Wild,Pollen,Asteraceae
Farm2,HLS,Three,27/06/2015,Osmia leaiana,1,Female,Centaurea nigra,Sown,Pollen,Asteraceae
Farm2,HLS,Two,26/05/2015,Andrena dorsata,1,Female,Anthriscus sylvestris,Wild,Nectar,Apiaceae
Farm2,HLS,Two,26/05/2015,Andrena dorsata,1,Female,Anthriscus sylvestris,Wild,Nectar,Apiaceae
Farm2,HLS,Two,26/05/2015,Andrena flavipes,1,Female,Crataegus monogyna,Wild,Nectar,Rosaceae
Farm2,HLS,Two,26/05/2015,Andrena flavipes,1,Female,Raphanus raphanistrum,Wild,Pollen,Brassicaceae
Farm2,HLS,Two,26/05/2015,Andrena flavipes,3,Female,Sinapis arvensis,Wild,Pollen,Brassicaceae
Farm2,HLS,Two,26/05/2015,Andrena haemorrhoa,1,Female,Crataegus monogyna,Wild,Nectar,Rosaceae
Farm2,HLS,Two,26/05/2015,Andrena haemorrhoa,5,Female,Crataegus monogyna,Wild,Pollen,Rosaceae
Farm2,HLS,Two,26/05/2015,Andrena nigroaenea,1,Female,Anthriscus sylvestris,Wild,Nectar,Apiaceae
Farm2,HLS,Two,26/05/2015,Andrena nitida,1,Female,Ranunculus repens,Wild,Pollen,Ranunculaceae
Farm2,HLS,Two,26/05/2015,Hylaeus hyalinatus,1,Male,Anthriscus sylvestris,Wild,Nectar,Apiaceae
Farm2,HLS,Two,26/05/2015,Lasioglossum calceatum,1,Female,Crataegus monogyna,Wild,Pollen,Rosaceae
Farm2,HLS,Two,26/05/2015,Lasioglossum calceatum,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm2,HLS,Two,26/05/2015,Lasioglossum parvulum,2,Female,Ranunculus repens,Wild,Pollen,Ranunculaceae
Farm2,HLS,Two,26/05/2015,Lasioglossum villosulum,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm3,ELS,Four,9/8/2015,Andrena flavipes,1,Male,Pulicaria dysenterica,Wild,Nectar,Asteraceae
Farm3,ELS,Four,9/8/2015,Andrena flavipes,3,Female,Pulicaria dysenterica,Wild,Nectar,Asteraceae
Farm3,ELS,Four,9/8/2015,Andrena flavipes,5,Female,Pulicaria dysenterica,Wild,Pollen,Asteraceae
Farm3,ELS,Four,9/8/2015,Halictus tumulorum,1,Female,Pulicaria dysenterica,Wild,Nectar,Asteraceae
Farm3,ELS,Four,9/8/2015,Halictus tumulorum,1,Female,Pulicaria dysenterica,Wild,Pollen,Asteraceae
Farm3,ELS,Four,9/8/2015,Lasioglossum leucozonium,1,Male,Centaurea nigra,Sown,Nectar,Asteraceae
Farm3,ELS,Four,9/8/2015,Lasioglossum malachurum,2,Worker,Pulicaria dysenterica,Wild,Pollen,Asteraceae
Farm3,ELS,Four,9/8/2015,Lasioglossum pauxillum,1,Female,Centaurea nigra,Sown,Pollen,Asteraceae
Farm3,ELS,Four,9/8/2015,Lasioglossum pauxillum,1,Worker,Pulicaria dysenterica,Wild,Pollen,Asteraceae
Farm3,ELS,Four,9/8/2015,Lasioglossum pauxillum,4,Female,Pulicaria dysenterica,Wild,Pollen,Asteraceae
Farm3,ELS,Four,9/8/2015,Lasioglossum pauxillum,1,Female,Pulicaria dysenterica,Wild,Pollen,Asteraceae
Farm3,ELS,Four,9/8/2015,Lasioglossum villosulum,3,Male,Pulicaria dysenterica,Wild,Nectar,Asteraceae
Farm3,ELS,Four,9/8/2015,Nomada fucata,1,Male,Pulicaria dysenterica,Wild,Nectar,Asteraceae
Farm3,ELS,One,23/04/2015,Andrena bicolor,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm3,ELS,One,23/04/2015,Andrena chrysosceles,2,Male,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm3,ELS,One,23/04/2015,Andrena dorsata,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm3,ELS,One,23/04/2015,Andrena haemorrhoa,2,Male,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm3,ELS,One,23/04/2015,Andrena haemorrhoa,3,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm3,ELS,One,23/04/2015,Andrena haemorrhoa,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm3,ELS,One,23/04/2015,Andrena helvola,1,Female,Acer campestre,Wild,Nectar,Aceraceae
Farm3,ELS,One,23/04/2015,Halictus tumulorum,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm3,ELS,One,23/04/2015,Lasioglossum calceatum,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm3,ELS,One,23/04/2015,Lasioglossum malachurum,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm3,ELS,One,23/04/2015,Lasioglossum malachurum,2,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm3,ELS,One,23/04/2015,Lasioglossum morio,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm3,ELS,One,23/04/2015,Lasioglossum pauxillum,2,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm3,ELS,One,23/04/2015,Lasioglossum pauxillum,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm3,ELS,One,23/04/2015,Nomada flava/panzeri,1,Male,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm3,ELS,Three,28/06/2015,Andrena semilaevis,1,Female,Heracleum sphondylium,Wild,Pollen,Apiaceae
Farm3,ELS,Three,28/06/2015,Lasioglossum malachurum,1,Worker,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm3,ELS,Three,28/06/2015,Lasioglossum malachurum,16,Worker,Tripleurospermum inodorum,Wild,Pollen,Asteraceae
Farm3,ELS,Three,28/06/2015,Lasioglossum pauxillum,1,Female,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm3,ELS,Three,28/06/2015,Lasioglossum pauxillum,1,Worker,Tripleurospermum inodorum,Wild,Pollen,Asteraceae
Farm3,ELS,Two,16/06/2015,Andrena bicolor,1,Female,Tripleurospermum inodorum,Wild,Nectar,Asteraceae
Farm3,ELS,Two,16/06/2015,Andrena chrysosceles,1,Female,Oenanthe crocata,Wild,Nectar,Apiaceae
Farm3,ELS,Two,16/06/2015,Andrena chrysosceles,4,Female,Oenanthe crocata,Wild,Pollen,Apiaceae
Farm3,ELS,Two,16/06/2015,Andrena nigroaenea,2,Female,Oenanthe crocata,Wild,Nectar,Apiaceae
Farm3,ELS,Two,16/06/2015,Andrena semilaevis,1,Female,Chaerophyllum temulum,Wild,Pollen,Apiaceae
Farm3,ELS,Two,16/06/2015,Andrena semilaevis,1,Male,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm3,ELS,Two,16/06/2015,Andrena semilaevis,7,Female,Heracleum sphondylium,Wild,Pollen,Apiaceae
Farm3,ELS,Two,16/06/2015,Andrena semilaevis,1,Female,Oenanthe crocata,Wild,Pollen,Apiaceae
Farm3,ELS,Two,16/06/2015,Andrena semilaevis,1,Female,Tripleurospermum inodorum,Wild,Pollen,Asteraceae
Farm3,ELS,Two,16/06/2015,Andrena wilkella,1,Female,Trifolium repens,Wild,Pollen,Fabaceae
Farm3,ELS,Two,16/06/2015,Chelostoma florisomne,1,Male,Ranunculus repens,Wild,Nectar,Ranunculaceae
Farm3,ELS,Two,16/06/2015,Halictus tumulorum,1,Female,Rubus fruticosus agg.,Wild,Nectar,Rosaceae
Farm3,ELS,Two,16/06/2015,Lasioglossum leucozonium,1,Female,Crepis vesicaria,Wild,Nectar,Asteraceae
Farm3,ELS,Two,16/06/2015,Lasioglossum leucozonium,4,Female,Hypochaeris radicata,Wild,Pollen,Asteraceae
Farm3,ELS,Two,16/06/2015,Lasioglossum leucozonium,1,Female,Ranunculus repens,Wild,Pollen,Ranunculaceae
Farm3,ELS,Two,16/06/2015,Lasioglossum malachurum,7,Female,Tripleurospermum inodorum,Wild,Pollen,Asteraceae
Farm3,ELS,Two,16/06/2015,Lasioglossum parvulum,1,Female,Rubus fruticosus agg.,Wild,Pollen,Rosaceae
Farm3,ELS,Two,16/06/2015,Lasioglossum pauxillum,1,Female,Oenanthe crocata,Wild,Nectar,Apiaceae
Farm3,ELS,Two,16/06/2015,Lasioglossum pauxillum,1,Female,Trifolium dubium,Wild,Nectar,Fabaceae
Farm3,ELS,Two,16/06/2015,Lasioglossum pauxillum,1,Female,Tripleurospermum inodorum,Wild,Pollen,Asteraceae
Farm3,ELS,Two,16/06/2015,Lasioglossum pauxillum,1,Female,Tripleurospermum inodorum,Wild,Pollen,Asteraceae
Farm3,ELS,Two,16/06/2015,Lasioglossum villosulum,1,Female,Hypochaeris radicata,Wild,Nectar,Asteraceae
Farm3,ELS,Two,16/06/2015,Lasioglossum villosulum,12,Female,Hypochaeris radicata,Wild,Pollen,Asteraceae
Farm3,ELS,Two,16/06/2015,Osmia leaiana,1,Female,Rubus fruticosus agg.,Wild,Nectar,Rosaceae
Farm4,HLS,Four,11/8/2013,Andrena dorsata,1,Male,Odontites verna,Wild,Nectar,Orobanchaceae
Farm4,HLS,Four,11/8/2013,Lasioglossum calceatum,1,Male,Origanum vulgare,Sown,Nectar,Lamiaceae
Farm4,HLS,Four,11/8/2013,Lasioglossum calceatum,1,Male,Origanum vulgare,Sown,Nectar,Lamiaceae
Farm4,HLS,Four,11/8/2013,Lasioglossum fulvicorne,1,Female,Pulicaria dysenterica,Wild,Nectar,Asteraceae
Farm4,HLS,Four,11/8/2013,Melitta tricincta,2,Female,Medicago sativa,Sown,Nectar,Fabaceae
Farm4,HLS,Three,29/06/2013,Anthophora furcata,1,Male,Stachys sylvatica,Wild,Nectar,Lamiaceae
Farm4,HLS,Three,29/06/2013,Lasioglossum calceatum,2,Female,Leucanthemum vulgare,Sown,Pollen,Asteraceae
Farm4,HLS,Three,29/06/2013,Lasioglossum pauxillum,1,Female,Leontodon hispidus,Sown,Pollen,Asteraceae
Farm4,HLS,Three,29/06/2013,Lasioglossum pauxillum,1,Female,Reseda lutea,Wild,Pollen,Resedaceae
Farm4,HLS,Three,29/06/2013,Osmia bicornis,1,Female,Crepis capillaris,Wild,Pollen,Asteraceae
Farm4,HLS,Four,5/8/2014,Andrena minutula,1,Female,Pastinaca sativa,Wild,Pollen,Apiaceae
Farm4,HLS,Four,5/8/2014,Andrena minutuloides,1,Female,Daucus carota,Sown,Pollen,Apiaceae
Farm4,HLS,Four,5/8/2014,Anthophora furcata,1,Female,Clinopodium vulgare,Wild,Nectar,Lamiaceae
Farm4,HLS,Four,5/8/2014,Anthophora furcata,1,Female,Clinopodium vulgare,Wild,Nectar,Lamiaceae
Farm4,HLS,Four,5/8/2014,Lasioglossum calceatum,1,Female,Crepis capillaris,Wild,Pollen,Asteraceae
Farm4,HLS,Four,5/8/2014,Lasioglossum calceatum,1,Female,Knautia arvensis,Sown,Nectar,Dipsacaceae
Farm4,HLS,Four,5/8/2014,Lasioglossum malachurum,3,Male,Crepis capillaris,Wild,Nectar,Asteraceae
Farm4,HLS,Four,5/8/2014,Lasioglossum malachurum,1,Male,Crepis capillaris,Wild,Nectar,Asteraceae
Farm4,HLS,Four,5/8/2014,Lasioglossum morio,5,Male,Hypochaeris radicata,Wild,Nectar,Asteraceae
Farm4,HLS,Four,5/8/2014,Lasioglossum pauxillum,2,Male,Daucus carota,Sown,Nectar,Apiaceae
Farm4,HLS,Four,5/8/2014,Lasioglossum pauxillum,1,Male,Hypochaeris radicata,Wild,Nectar,Asteraceae
Farm4,HLS,Four,5/8/2014,Lasioglossum pauxillum,1,Male,Senecio jacobea,Wild,Nectar,Asteraceae
Farm4,HLS,Four,5/8/2014,Lasioglossum villosulum,1,Female,Hypochaeris radicata,Wild,Nectar,Asteraceae
Farm4,HLS,Four,5/8/2014,Melitta tricincta,1,Male,Odontites verna,Wild,Nectar,Orobanchaceae
Farm4,HLS,Four,5/8/2014,Melitta tricincta,1,Female,Odontites verna,Wild,Pollen,Orobanchaceae
Farm4,HLS,Four,5/8/2014,Melitta tricincta,1,Female,Odontites verna,Wild,Pollen,Orobanchaceae
Farm4,HLS,Four,5/8/2014,Sphecodes crassus,1,Male,Daucus carota,Sown,Nectar,Apiaceae
Farm4,HLS,Three,25/06/2014,Anthophora furcata,1,Female,Stachys sylvatica,Wild,Pollen,Lamiaceae
Farm4,HLS,Three,25/06/2014,Chelostoma campanularum,1,Male,Campanula trachelium,Wild,Nectar,Campaulaceae
Farm4,HLS,Three,25/06/2014,Colletes daviesanus,1,Female,Leucanthemum vulgare,Sown,Nectar,Asteraceae
Farm4,HLS,Three,25/06/2014,Lasioglossum calceatum,1,Female,Leucanthemum vulgare,Sown,Pollen,Asteraceae
Farm4,HLS,Three,25/06/2014,Lasioglossum leucozonium,1,Female,Crepis capillaris,Wild,Pollen,Asteraceae
Farm4,HLS,Three,25/06/2014,Lasioglossum leucozonium,1,Female,Crepis capillaris,Wild,Pollen,Asteraceae
Farm4,HLS,Three,25/06/2014,Lasioglossum malachurum,5,Female,Crepis capillaris,Wild,Pollen,Asteraceae
Farm4,HLS,Three,25/06/2014,Lasioglossum malachurum,1,Female,Crepis capillaris,Wild,Pollen,Asteraceae
Farm4,HLS,Three,25/06/2014,Lasioglossum malachurum,1,Female,Geranium columbinum,Wild,Nectar,Geraniaceae
Farm4,HLS,Three,25/06/2014,Lasioglossum malachurum,1,Female,Tripleurospermum inodorum,Wild,Pollen,Asteraceae
Farm4,HLS,Three,25/06/2014,Melitta leporina,1,Female,Trifolium repens,Wild,Pollen,Fabaceae
Farm4,HLS,Three,25/06/2014,Osmia bicolor,1,Female,Crepis capillaris,Wild,Nectar,Asteraceae
Farm4,HLS,Two,19/05/2014,Andrena semilaevis,1,Female,Anthriscus sylvestris,Wild,Pollen,Apiaceae
Farm4,HLS,Two,19/05/2014,Andrena wilkella,1,Male,Trifolium repens,Wild,Nectar,Fabaceae
Farm4,HLS,Two,19/05/2014,Halictus tumulorum,1,Female,Ranunculus repens,Wild,Nectar,Ranunculaceae
Farm4,HLS,Two,19/05/2014,Halictus tumulorum,3,Female,Ranunculus repens,Wild,Pollen,Ranunculaceae
Farm4,HLS,Two,19/05/2014,Halictus tumulorum,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm4,HLS,Two,19/05/2014,Lasioglossum calceatum,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm4,HLS,Two,19/05/2014,Lasioglossum morio,1,Female,Veronica chamaedrys,Wild,Pollen,Veroniaceae
Farm4,HLS,Two,19/05/2014,Lasioglossum villosulum,1,Female,Hypochaeris radicata,Wild,Nectar,Asteraceae
Farm4,HLS,Four,10/8/2015,Andrena bicolor,1,Female,Clematis vitalba,Wild,Nectar,Ranunculaceae
Farm4,HLS,Four,10/8/2015,Andrena bicolor,1,Female,Convolvulus arvensis,Wild,Nectar,Convolvulaceae
Farm4,HLS,Four,10/8/2015,Andrena minutuloides,1,Female,Daucus carota,Sown,Nectar,Apiaceae
Farm4,HLS,Four,10/8/2015,Andrena minutuloides,3,Female,Daucus carota,Sown,Pollen,Apiaceae
Farm4,HLS,Four,10/8/2015,Halictus tumulorum,1,Female,Crepis capillaris,Wild,Pollen,Asteraceae
Farm4,HLS,Four,10/8/2015,Lasioglossum calceatum,1,Female,Crepis capillaris,Wild,Pollen,Asteraceae
Farm4,HLS,One,22/04/2015,Andrena bucephala,1,Male,Prunus spinosa,Wild,Nectar,Rosaceae
Farm4,HLS,One,22/04/2015,Andrena carantonica,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm4,HLS,One,22/04/2015,Andrena haemorrhoa,1,Female,Euphorbia amygdaloides,Wild,Nectar,Euphorbiaceae
Farm4,HLS,One,22/04/2015,Andrena haemorrhoa,1,Male,Euphorbia amygdaloides,Wild,Nectar,Euphorbiaceae
Farm4,HLS,One,22/04/2015,Andrena haemorrhoa,3,Male,Prunus spinosa,Wild,Nectar,Rosaceae
Farm4,HLS,One,22/04/2015,Andrena haemorrhoa,6,Male,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm4,HLS,One,22/04/2015,Andrena haemorrhoa,20,Male,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm4,HLS,One,22/04/2015,Andrena haemorrhoa,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm4,HLS,One,22/04/2015,Andrena haemorrhoa,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm4,HLS,One,22/04/2015,Andrena haemorrhoa,1,Male,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm4,HLS,One,22/04/2015,Andrena helvola,1,Female,Taraxacum agg.,Wild,Pollen,Asteraceae
Farm4,HLS,One,22/04/2015,Lasioglossum calceatum,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm4,HLS,One,22/04/2015,Lasioglossum morio,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm4,HLS,One,22/04/2015,Lasioglossum pauxillum,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm4,HLS,One,22/04/2015,Nomada flava,1,Female,Prunus spinosa,Wild,Nectar,Rosaceae
Farm4,HLS,One,22/04/2015,Nomada flava,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm4,HLS,One,22/04/2015,Nomada flavoguttata,1,Male,Veronica chamaedrys,Wild,Nectar,Veroniaceae
Farm4,HLS,One,22/04/2015,Nomada fucata,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm4,HLS,One,22/04/2015,Nomada goodeniana,1,Female,Euphorbia amygdaloides,Wild,Nectar,Euphorbiaceae
Farm4,HLS,One,22/04/2015,Nomada goodeniana,1,Female,Taraxacum agg.,Wild,Nectar,Asteraceae
Farm4,HLS,One,22/04/2015,Osmia bicolor,1,Female,Prunus spinosa,Wild,Pollen,Rosaceae
Farm4,HLS,Three,29/06/2015,Andrena cineraria,1,Female,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm4,HLS,Three,29/06/2015,Andrena dorsata,1,Female,Chaerophyllum temulum,Wild,Pollen,Apiaceae
Farm4,HLS,Three,29/06/2015,Andrena dorsata,2,Female,Chaerophyllum temulum,Wild,Nectar,Apiaceae
Farm4,HLS,Three,29/06/2015,Andrena florea,1,Female,Bryonia dioica,Wild,Pollen,Cucurbitaceae
Farm4,HLS,Three,29/06/2015,Andrena semilaevis,6,Female,Chaerophyllum temulum,Wild,Pollen,Apiaceae
Farm4,HLS,Three,29/06/2015,Andrena semilaevis,1,Female,Heracleum sphondylium,Wild,Pollen,Apiaceae
Farm4,HLS,Three,29/06/2015,Andrena wilkella,1,Female,Medicago lupulina,Sown,Nectar,Fabaceae
Farm4,HLS,Three,29/06/2015,Halictus tumulorum,1,Female,Potentilla reptans,Wild,Nectar,Rosaceae
Farm4,HLS,Three,29/06/2015,Halictus tumulorum,1,Female,Trifolium repens,Wild,Pollen,Fabaceae
Farm4,HLS,Three,29/06/2015,Hylaeus communis,1,Female,Heracleum sphondylium,Wild,Nectar,Apiaceae
Farm4,HLS,Three,29/06/2015,Lasioglossum calceatum,1,Worker,Centaurea scabiosa,Sown,Pollen,Asteraceae
Farm4,HLS,Three,29/06/2015,Lasioglossum calceatum,1,Female,Chaerophyllum temulum,Wild,Nectar,Apiaceae
Farm4,HLS,Three,29/06/2015,Lasioglossum calceatum,1,Female,Ligustrum vulgare,Wild,Pollen,Olaceae
Farm4,HLS,Three,29/06/2015,Lasioglossum fulvicorne,1,Female,Chaerophyllum temulum,Wild,Nectar,Apiaceae
Farm4,HLS,Three,29/06/2015,Lasioglossum leucozonium,1,Female,Crepis capillaris,Wild,Pollen,Asteraceae
Farm4,HLS,Three,29/06/2015,Lasioglossum malachurum,1,Female,Leucanthemum vulgare,Sown,Pollen,Asteraceae
Farm4,HLS,Three,29/06/2015,Lasioglossum pauxillum,1,Worker,Leucanthemum vulgare,Sown,Nectar,Asteraceae
Farm4,HLS,Three,29/06/2015,Lasioglossum pauxillum,2,Female,Leucanthemum vulgare,Sown,Pollen,Asteraceae
Farm4,HLS,Three,29/06/2015,Lasioglossum pauxillum,1,Female,Leucanthemum vulgare,Sown,Pollen,Asteraceae
Farm4,HLS,Three,29/06/2015,Lasioglossum pauxillum,1,Worker,Prunella vulgaris,Sown,Nectar,Lamiaceae
Farm4,HLS,Three,29/06/2015,Megachile centuncularis,1,Female,Medicago lupulina,Sown,Pollen,Fabaceae
Farm4,HLS,Three,29/06/2015,Megachile versicolor,2,Male,Lathyrus pratensis,Sown,Nectar,Fabaceae
Farm4,HLS,Three,29/06/2015,Melitta leporina,1,Female,Trifolium pratense,Sown,Nectar,Fabaceae
Farm4,HLS,Two,17/06/2015,Andrena cineraria,1,Female,Chaerophyllum temulum,Wild,Nectar,Apiaceae
Farm4,HLS,Two,17/06/2015,Andrena cineraria,8,Female,Chaerophyllum temulum,Wild,Nectar,Apiaceae
Farm4,HLS,Two,17/06/2015,Andrena florea,1,Female,Bryonia dioica,Wild,Pollen,Cucurbitaceae
Farm4,HLS,Two,17/06/2015,Andrena haemorrhoa,1,Female,Chaerophyllum temulum,Wild,Nectar,Apiaceae
Farm4,HLS,Two,17/06/2015,Andrena haemorrhoa,1,Female,Heracleum sphondylium,Wild,Nectar,Apiaceae
